date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,weekday,date,hour,month,year
2013-02-16 18:00:00,0,262.08,0.0,0.0,1,Clear,sky is clear,4072,5,2013-02-16,18,2,2013
2013-02-16 19:00:00,0,261.76,0.0,0.0,1,Clear,sky is clear,3560,5,2013-02-16,19,2,2013
2013-02-16 20:00:00,0,260.74,0.0,0.0,1,Clear,sky is clear,2990,5,2013-02-16,20,2,2013
2013-02-16 21:00:00,0,259.9,0.0,0.0,1,Clear,sky is clear,3045,5,2013-02-16,21,2,2013
2013-02-16 22:00:00,0,258.89,0.0,0.0,1,Clear,sky is clear,2642,5,2013-02-16,22,2,2013
2013-02-16 23:00:00,0,258.1,0.0,0.0,1,Clear,sky is clear,1785,5,2013-02-16,23,2,2013
2013-02-17 01:00:00,0,256.54,0.0,0.0,1,Clear,sky is clear,740,6,2013-02-17,1,2,2013
2013-02-17 02:00:00,0,256.66,0.0,0.0,75,Mist,mist,613,6,2013-02-17,2,2,2013
2013-02-17 04:00:00,0,256.84,0.0,0.0,40,Snow,heavy snow,268,6,2013-02-17,4,2,2013
2013-02-17 05:00:00,0,256.71,0.0,0.0,90,Snow,heavy snow,426,6,2013-02-17,5,2,2013
2013-02-17 07:00:00,0,256.8,0.0,0.0,90,Mist,mist,962,6,2013-02-17,7,2,2013
2013-02-17 07:00:00,0,256.8,0.0,0.0,90,Snow,heavy snow,962,6,2013-02-17,7,2,2013
2013-02-17 08:00:00,0,257.14,0.0,0.0,20,Mist,mist,1647,6,2013-02-17,8,2,2013
2013-02-17 08:00:00,0,257.14,0.0,0.0,20,Fog,fog,1647,6,2013-02-17,8,2,2013
2013-02-17 08:00:00,0,257.14,0.0,0.0,20,Snow,heavy snow,1647,6,2013-02-17,8,2,2013
2013-02-17 10:00:00,0,260.29,0.0,0.0,75,Haze,haze,3234,6,2013-02-17,10,2,2013
2013-02-17 10:00:00,0,260.29,0.0,0.0,75,Mist,mist,3234,6,2013-02-17,10,2,2013
2013-02-17 10:00:00,0,260.29,0.0,0.0,75,Snow,heavy snow,3234,6,2013-02-17,10,2,2013
2013-02-17 11:00:00,0,261.29,0.0,0.0,75,Haze,haze,3580,6,2013-02-17,11,2,2013
2013-02-17 11:00:00,0,261.29,0.0,0.0,75,Snow,heavy snow,3580,6,2013-02-17,11,2,2013
2013-02-17 12:00:00,0,262.66,0.0,0.0,40,Snow,heavy snow,4143,6,2013-02-17,12,2,2013
2013-02-17 13:00:00,0,264.09,0.0,0.0,20,Clouds,few clouds,4312,6,2013-02-17,13,2,2013
2013-02-17 14:00:00,0,264.76,0.0,0.0,20,Clouds,few clouds,4422,6,2013-02-17,14,2,2013
2013-02-17 15:00:00,0,265.53,0.0,0.0,1,Clear,sky is clear,4165,6,2013-02-17,15,2,2013
2013-02-17 16:00:00,0,265.25,0.0,0.0,20,Clouds,few clouds,4208,6,2013-02-17,16,2,2013
2013-02-17 17:00:00,0,264.49,0.0,0.0,20,Clouds,few clouds,4030,6,2013-02-17,17,2,2013
2013-02-17 18:00:00,0,262.45,0.0,0.0,20,Clouds,few clouds,3830,6,2013-02-17,18,2,2013
2013-02-17 19:00:00,0,260.51,0.0,0.0,20,Clouds,few clouds,4139,6,2013-02-17,19,2,2013
2013-02-17 20:00:00,0,260.07,0.0,0.0,1,Clear,sky is clear,3369,6,2013-02-17,20,2,2013
2013-02-17 21:00:00,0,259.14,0.0,0.0,1,Clear,sky is clear,2185,6,2013-02-17,21,2,2013
2013-02-17 22:00:00,0,258.34,0.0,0.0,20,Clouds,few clouds,1672,6,2013-02-17,22,2,2013
2013-02-17 23:00:00,0,258.91,0.0,0.0,20,Clouds,few clouds,985,6,2013-02-17,23,2,2013
2013-02-18 00:00:00,1,258.96,0.0,0.0,20,Clouds,few clouds,556,0,2013-02-18,0,2,2013
2013-02-18 01:00:00,0,259.55,0.0,0.0,20,Clouds,few clouds,379,0,2013-02-18,1,2,2013
2013-02-18 02:00:00,0,260.17,0.0,0.0,90,Clouds,overcast clouds,338,0,2013-02-18,2,2,2013
2013-02-18 03:00:00,0,260.61,0.0,0.0,40,Clouds,scattered clouds,295,0,2013-02-18,3,2,2013
2013-02-18 04:00:00,0,260.52,0.0,0.0,75,Clouds,broken clouds,735,0,2013-02-18,4,2,2013
2013-02-18 05:00:00,0,260.75,0.0,0.0,1,Clear,sky is clear,2231,0,2013-02-18,5,2,2013
2013-02-18 06:00:00,0,260.88,0.0,0.0,1,Clear,sky is clear,4570,0,2013-02-18,6,2,2013
2013-02-18 07:00:00,0,261.12,0.0,0.0,20,Clouds,few clouds,5512,0,2013-02-18,7,2,2013
2013-02-18 08:00:00,0,262.21,0.0,0.0,75,Clouds,broken clouds,4718,0,2013-02-18,8,2,2013
2013-02-18 09:00:00,0,264.41,0.0,0.0,40,Clouds,scattered clouds,4103,0,2013-02-18,9,2,2013
2013-02-18 10:00:00,0,266.65,0.0,0.0,40,Clouds,scattered clouds,3974,0,2013-02-18,10,2,2013
2013-02-18 11:00:00,0,268.52,0.0,0.0,75,Clouds,broken clouds,4277,0,2013-02-18,11,2,2013
2013-02-18 12:00:00,0,270.45,0.0,0.0,75,Clouds,broken clouds,4680,0,2013-02-18,12,2,2013
2013-02-18 13:00:00,0,271.26,0.0,0.0,75,Clouds,broken clouds,4677,0,2013-02-18,13,2,2013
2013-02-18 14:00:00,0,272.14,0.0,0.0,75,Clouds,broken clouds,4876,0,2013-02-18,14,2,2013
2013-02-18 15:00:00,0,272.33,0.0,0.0,90,Clouds,overcast clouds,5046,0,2013-02-18,15,2,2013
2013-02-18 16:00:00,0,272.48,0.0,0.0,75,Clouds,broken clouds,5466,0,2013-02-18,16,2,2013
2013-02-18 17:00:00,0,272.13,0.0,0.0,90,Clouds,overcast clouds,5066,0,2013-02-18,17,2,2013
2013-02-18 18:00:00,0,271.84,0.0,0.0,90,Clouds,overcast clouds,3825,0,2013-02-18,18,2,2013
2013-02-18 19:00:00,0,271.57,0.0,0.0,90,Clouds,overcast clouds,2816,0,2013-02-18,19,2,2013
2013-02-18 20:00:00,0,271.43,0.0,0.0,90,Clouds,overcast clouds,2281,0,2013-02-18,20,2,2013
2013-02-18 21:00:00,0,271.25,0.0,0.0,90,Clouds,overcast clouds,2062,0,2013-02-18,21,2,2013
2013-02-18 22:00:00,0,271.34,0.0,0.0,90,Clouds,overcast clouds,1415,0,2013-02-18,22,2,2013
2013-02-18 23:00:00,0,271.47,0.0,0.0,1,Clear,sky is clear,911,0,2013-02-18,23,2,2013
2013-02-19 00:00:00,0,271.34,0.0,0.0,75,Clouds,broken clouds,470,1,2013-02-19,0,2,2013
2013-02-19 01:00:00,0,271.07,0.0,0.0,75,Clouds,broken clouds,292,1,2013-02-19,1,2,2013
2013-02-19 02:00:00,0,271.25,0.0,0.0,75,Clouds,broken clouds,235,1,2013-02-19,2,2,2013
2013-02-19 04:00:00,0,271.41,0.0,0.0,90,Clouds,overcast clouds,776,1,2013-02-19,4,2,2013
2013-02-19 05:00:00,0,271.35,0.0,0.0,90,Clouds,overcast clouds,2638,1,2013-02-19,5,2,2013
2013-02-19 06:00:00,0,271.23,0.0,0.0,90,Clouds,overcast clouds,5741,1,2013-02-19,6,2,2013
2013-02-19 07:00:00,0,270.99,0.0,0.0,90,Clouds,overcast clouds,6996,1,2013-02-19,7,2,2013
2013-02-19 08:00:00,0,271.63,0.0,0.0,90,Haze,haze,6008,1,2013-02-19,8,2,2013
2013-02-19 10:00:00,0,273.17,0.0,0.0,90,Haze,haze,4273,1,2013-02-19,10,2,2013
2013-02-19 10:00:00,0,273.17,0.0,0.0,90,Mist,mist,4273,1,2013-02-19,10,2,2013
2013-02-19 11:00:00,0,272.49,0.0,0.0,90,Mist,mist,4493,1,2013-02-19,11,2,2013
2013-02-19 11:00:00,0,272.49,0.0,0.0,90,Haze,haze,4493,1,2013-02-19,11,2,2013
2013-02-19 13:00:00,0,269.77,0.0,0.0,90,Clouds,overcast clouds,4756,1,2013-02-19,13,2,2013
2013-02-19 14:00:00,0,268.33,0.0,0.0,90,Clouds,overcast clouds,5120,1,2013-02-19,14,2,2013
2013-02-19 16:00:00,0,265.84,0.0,0.0,90,Clouds,overcast clouds,6425,1,2013-02-19,16,2,2013
2013-02-19 17:00:00,0,264.7,0.0,0.0,90,Clouds,overcast clouds,5936,1,2013-02-19,17,2,2013
2013-02-19 19:00:00,0,262.6,0.0,0.0,90,Snow,heavy snow,3126,1,2013-02-19,19,2,2013
2013-02-19 20:00:00,0,261.95,0.0,0.0,90,Snow,heavy snow,2731,1,2013-02-19,20,2,2013
2013-02-19 21:00:00,0,261.02,0.0,0.0,90,Snow,heavy snow,2343,1,2013-02-19,21,2,2013
2013-02-19 21:00:00,0,261.02,0.0,0.0,90,Mist,mist,2343,1,2013-02-19,21,2,2013
2013-02-19 22:00:00,0,260.51,0.0,0.0,90,Snow,heavy snow,1489,1,2013-02-19,22,2,2013
2013-02-20 01:00:00,0,259.29,0.0,0.0,90,Snow,heavy snow,295,2,2013-02-20,1,2,2013
2013-02-20 02:00:00,0,258.89,0.0,0.0,75,Snow,heavy snow,220,2,2013-02-20,2,2,2013
2013-02-20 04:00:00,0,258.07,0.0,0.0,75,Snow,heavy snow,751,2,2013-02-20,4,2,2013
2013-02-20 05:00:00,0,257.83,0.0,0.0,75,Haze,haze,2560,2,2013-02-20,5,2,2013
2013-02-20 07:00:00,0,256.5,0.0,0.0,75,Clouds,broken clouds,5909,2,2013-02-20,7,2,2013
2013-02-20 08:00:00,0,256.3,0.0,0.0,75,Snow,heavy snow,6125,2,2013-02-20,8,2,2013
2013-02-20 10:00:00,0,257.4,0.0,0.0,40,Haze,haze,4334,2,2013-02-20,10,2,2013
2013-02-20 11:00:00,0,258.06,0.0,0.0,40,Haze,haze,4608,2,2013-02-20,11,2,2013
2013-02-20 13:00:00,0,259.21,0.0,0.0,1,Clear,sky is clear,4964,2,2013-02-20,13,2,2013
2013-02-20 14:00:00,0,259.44,0.0,0.0,1,Clear,sky is clear,5276,2,2013-02-20,14,2,2013
2013-02-20 16:00:00,0,259.24,0.0,0.0,1,Clear,sky is clear,6723,2,2013-02-20,16,2,2013
2013-02-20 17:00:00,0,258.95,0.0,0.0,1,Clear,sky is clear,6153,2,2013-02-20,17,2,2013
2013-02-20 19:00:00,0,257.41,0.0,0.0,1,Clear,sky is clear,3234,2,2013-02-20,19,2,2013
2013-02-20 20:00:00,0,257.06,0.0,0.0,1,Clear,sky is clear,2987,2,2013-02-20,20,2,2013
2013-02-20 22:00:00,0,256.0,0.0,0.0,1,Clear,sky is clear,1635,2,2013-02-20,22,2,2013
2013-02-20 23:00:00,0,255.38,0.0,0.0,1,Clear,sky is clear,1034,2,2013-02-20,23,2,2013
2013-02-21 01:00:00,0,254.45,0.0,0.0,1,Clear,sky is clear,326,3,2013-02-21,1,2,2013
2013-02-21 02:00:00,0,254.19,0.0,0.0,1,Clear,sky is clear,244,3,2013-02-21,2,2,2013
2013-02-21 04:00:00,0,253.08,0.0,0.0,1,Clear,sky is clear,791,3,2013-02-21,4,2,2013
2013-02-21 05:00:00,0,252.49,0.0,0.0,1,Clear,sky is clear,2607,3,2013-02-21,5,2,2013
2013-02-21 06:00:00,0,252.21,0.0,0.0,1,Clear,sky is clear,5685,3,2013-02-21,6,2,2013
2013-02-21 07:00:00,0,251.51,0.0,0.0,1,Clear,sky is clear,6986,3,2013-02-21,7,2,2013
2013-02-21 08:00:00,0,252.97,0.0,0.0,1,Clear,sky is clear,6250,3,2013-02-21,8,2,2013
2013-02-21 11:00:00,0,258.84,0.0,0.0,20,Snow,heavy snow,4654,3,2013-02-21,11,2,2013
2013-02-21 12:00:00,0,260.22,0.0,0.0,20,Clouds,few clouds,5044,3,2013-02-21,12,2,2013
2013-02-21 13:00:00,0,260.53,0.0,0.0,1,Clear,sky is clear,5206,3,2013-02-21,13,2,2013
2013-02-21 14:00:00,0,262.02,0.0,0.0,57,Clouds,broken clouds,5484,3,2013-02-21,14,2,2013
2013-02-21 15:00:00,0,264.1,0.0,0.0,57,Clouds,broken clouds,6103,3,2013-02-21,15,2,2013
2013-02-21 16:00:00,0,263.7,0.0,0.0,1,Clear,sky is clear,6619,3,2013-02-21,16,2,2013
2013-02-21 17:00:00,0,263.51,0.0,0.0,90,Clouds,overcast clouds,6148,3,2013-02-21,17,2,2013
2013-02-21 18:00:00,0,262.95,0.0,0.0,90,Clouds,overcast clouds,4707,3,2013-02-21,18,2,2013
2013-02-21 19:00:00,0,262.2,0.0,0.0,90,Clouds,overcast clouds,3431,3,2013-02-21,19,2,2013
2013-02-21 20:00:00,0,261.15,0.0,0.0,90,Clouds,overcast clouds,3030,3,2013-02-21,20,2,2013
2013-02-21 21:00:00,0,260.55,0.0,0.0,90,Clouds,overcast clouds,2695,3,2013-02-21,21,2,2013
2013-02-21 22:00:00,0,259.95,0.0,0.0,90,Clouds,overcast clouds,2049,3,2013-02-21,22,2,2013
2013-02-21 23:00:00,0,259.62,0.0,0.0,1,Clear,sky is clear,1196,3,2013-02-21,23,2,2013
2013-02-22 00:00:00,0,259.06,0.0,0.0,81,Clouds,broken clouds,682,4,2013-02-22,0,2,2013
2013-02-22 01:00:00,0,258.25,0.0,0.0,75,Clouds,broken clouds,373,4,2013-02-22,1,2,2013
2013-02-22 02:00:00,0,257.63,0.0,0.0,75,Clouds,broken clouds,309,4,2013-02-22,2,2,2013
2013-02-22 03:00:00,0,258.18,0.0,0.0,75,Clouds,broken clouds,406,4,2013-02-22,3,2,2013
2013-02-22 04:00:00,0,257.73,0.0,0.0,1,Clear,sky is clear,861,4,2013-02-22,4,2,2013
2013-02-22 05:00:00,0,257.3,0.0,0.0,70,Clouds,broken clouds,2358,4,2013-02-22,5,2,2013
2013-02-22 06:00:00,0,258.27,0.0,0.0,1,Clear,sky is clear,4068,4,2013-02-22,6,2,2013
2013-02-22 07:00:00,0,258.13,0.0,0.0,40,Clouds,scattered clouds,3675,4,2013-02-22,7,2,2013
2013-02-22 08:00:00,0,258.12,0.0,0.0,75,Clouds,broken clouds,3310,4,2013-02-22,8,2,2013
2013-02-22 09:00:00,0,260.19,0.0,0.0,75,Clouds,broken clouds,3870,4,2013-02-22,9,2,2013
2013-02-22 10:00:00,0,262.06,0.0,0.0,75,Clouds,broken clouds,3479,4,2013-02-22,10,2,2013
2013-02-22 11:00:00,0,263.69,0.0,0.0,75,Clouds,broken clouds,3541,4,2013-02-22,11,2,2013
2013-02-22 12:00:00,0,265.24,0.0,0.0,75,Clouds,broken clouds,4132,4,2013-02-22,12,2,2013
2013-02-22 13:00:00,0,266.07,0.0,0.0,75,Clouds,broken clouds,4476,4,2013-02-22,13,2,2013
2013-02-22 14:00:00,0,266.69,0.0,0.0,90,Clouds,overcast clouds,4913,4,2013-02-22,14,2,2013
2013-02-22 15:00:00,0,266.69,0.0,0.0,90,Clouds,overcast clouds,5254,4,2013-02-22,15,2,2013
2013-02-22 16:00:00,0,266.83,0.0,0.0,90,Clouds,overcast clouds,5830,4,2013-02-22,16,2,2013
2013-02-22 17:00:00,0,266.95,0.0,0.0,90,Clouds,overcast clouds,5433,4,2013-02-22,17,2,2013
2013-02-22 18:00:00,0,266.9,0.0,0.0,90,Clouds,overcast clouds,4421,4,2013-02-22,18,2,2013
2013-02-22 19:00:00,0,266.85,0.0,0.0,90,Clouds,overcast clouds,3254,4,2013-02-22,19,2,2013
2013-02-22 20:00:00,0,266.99,0.0,0.0,90,Clouds,overcast clouds,2759,4,2013-02-22,20,2,2013
2013-02-22 21:00:00,0,266.99,0.0,0.0,90,Clouds,overcast clouds,2566,4,2013-02-22,21,2,2013
2013-02-22 22:00:00,0,267.16,0.0,0.0,90,Clouds,overcast clouds,2203,4,2013-02-22,22,2,2013
2013-02-22 23:00:00,0,267.08,0.0,0.0,90,Clouds,overcast clouds,1559,4,2013-02-22,23,2,2013
2013-02-23 00:00:00,0,266.99,0.0,0.0,90,Snow,heavy snow,1059,5,2013-02-23,0,2,2013
2013-02-23 01:00:00,0,266.94,0.0,0.0,90,Snow,heavy snow,829,5,2013-02-23,1,2,2013
2013-02-23 02:00:00,0,266.84,0.0,0.0,90,Snow,heavy snow,545,5,2013-02-23,2,2,2013
2013-02-23 02:00:00,0,266.84,0.0,0.0,90,Mist,mist,545,5,2013-02-23,2,2,2013
2013-02-23 03:00:00,0,266.42,0.0,0.0,90,Snow,heavy snow,367,5,2013-02-23,3,2,2013
2013-02-23 03:00:00,0,266.42,0.0,0.0,90,Mist,mist,367,5,2013-02-23,3,2,2013
2013-02-23 03:00:00,0,266.42,0.0,0.0,90,Snow,snow,367,5,2013-02-23,3,2,2013
2013-02-23 04:00:00,0,266.37,0.0,0.0,90,Snow,heavy snow,387,5,2013-02-23,4,2,2013
2013-02-23 04:00:00,0,266.37,0.0,0.0,90,Mist,mist,387,5,2013-02-23,4,2,2013
2013-02-23 04:00:00,0,266.37,0.0,0.0,90,Snow,snow,387,5,2013-02-23,4,2,2013
2013-02-23 04:00:00,0,266.37,0.0,0.0,90,Fog,fog,387,5,2013-02-23,4,2,2013
2013-02-23 05:00:00,0,266.63,0.0,0.0,90,Snow,heavy snow,664,5,2013-02-23,5,2,2013
2013-02-23 05:00:00,0,266.63,0.0,0.0,90,Mist,mist,664,5,2013-02-23,5,2,2013
2013-02-23 05:00:00,0,266.63,0.0,0.0,90,Snow,snow,664,5,2013-02-23,5,2,2013
2013-02-23 06:00:00,0,266.63,0.0,0.0,90,Snow,heavy snow,1188,5,2013-02-23,6,2,2013
2013-02-23 06:00:00,0,266.63,0.0,0.0,90,Mist,mist,1188,5,2013-02-23,6,2,2013
2013-02-23 07:00:00,0,266.63,0.0,0.0,90,Snow,heavy snow,1943,5,2013-02-23,7,2,2013
2013-02-23 07:00:00,0,266.63,0.0,0.0,90,Mist,mist,1943,5,2013-02-23,7,2,2013
2013-02-23 08:00:00,0,266.63,0.0,0.0,90,Snow,heavy snow,2976,5,2013-02-23,8,2,2013
2013-02-23 08:00:00,0,266.63,0.0,0.0,90,Mist,mist,2976,5,2013-02-23,8,2,2013
2013-02-23 08:00:00,0,266.63,0.0,0.0,90,Snow,snow,2976,5,2013-02-23,8,2,2013
2013-02-23 08:00:00,0,266.63,0.0,0.0,90,Fog,fog,2976,5,2013-02-23,8,2,2013
2013-02-23 09:00:00,0,267.23,0.0,0.0,90,Snow,heavy snow,3524,5,2013-02-23,9,2,2013
2013-02-23 09:00:00,0,267.23,0.0,0.0,90,Mist,mist,3524,5,2013-02-23,9,2,2013
2013-02-23 10:00:00,0,268.07,0.0,0.0,90,Snow,heavy snow,3890,5,2013-02-23,10,2,2013
2013-02-23 10:00:00,0,268.07,0.0,0.0,90,Mist,mist,3890,5,2013-02-23,10,2,2013
2013-02-23 11:00:00,0,269.13,0.0,0.0,90,Snow,heavy snow,4212,5,2013-02-23,11,2,2013
2013-02-23 12:00:00,0,269.74,0.0,0.0,90,Snow,heavy snow,4600,5,2013-02-23,12,2,2013
2013-02-23 13:00:00,0,269.95,0.0,0.0,97,Clouds,overcast clouds,4455,5,2013-02-23,13,2,2013
2013-02-23 14:00:00,0,270.36,0.0,0.0,90,Snow,heavy snow,4776,5,2013-02-23,14,2,2013
2013-02-23 15:00:00,0,270.3,0.0,0.0,90,Snow,heavy snow,4492,5,2013-02-23,15,2,2013
2013-02-23 16:00:00,0,270.0,0.0,0.0,90,Snow,heavy snow,4588,5,2013-02-23,16,2,2013
2013-02-23 17:00:00,0,269.65,0.0,0.0,90,Snow,heavy snow,4725,5,2013-02-23,17,2,2013
2013-02-23 18:00:00,0,269.31,0.0,0.0,90,Snow,heavy snow,4301,5,2013-02-23,18,2,2013
2013-02-23 19:00:00,0,269.23,0.0,0.0,90,Snow,heavy snow,3394,5,2013-02-23,19,2,2013
2013-02-23 20:00:00,0,268.76,0.0,0.0,90,Snow,heavy snow,2782,5,2013-02-23,20,2,2013
2013-02-23 21:00:00,0,268.43,0.0,0.0,90,Snow,heavy snow,2929,5,2013-02-23,21,2,2013
2013-02-23 22:00:00,0,268.01,0.0,0.0,90,Snow,heavy snow,2441,5,2013-02-23,22,2,2013
2013-02-23 23:00:00,0,266.96,0.0,0.0,90,Snow,heavy snow,1799,5,2013-02-23,23,2,2013
2013-02-24 00:00:00,0,266.87,0.0,0.0,90,Snow,heavy snow,1093,6,2013-02-24,0,2,2013
2013-02-24 01:00:00,0,266.35,0.0,0.0,90,Snow,heavy snow,785,6,2013-02-24,1,2,2013
2013-02-24 02:00:00,0,266.74,0.0,0.0,90,Snow,heavy snow,612,6,2013-02-24,2,2,2013
2013-02-24 03:00:00,0,266.56,0.0,0.0,90,Snow,heavy snow,368,6,2013-02-24,3,2,2013
2013-02-24 04:00:00,0,266.51,0.0,0.0,90,Snow,heavy snow,252,6,2013-02-24,4,2,2013
2013-02-24 05:00:00,0,266.81,0.0,0.0,90,Mist,mist,454,6,2013-02-24,5,2,2013
2013-02-24 05:00:00,0,266.81,0.0,0.0,90,Snow,heavy snow,454,6,2013-02-24,5,2,2013
2013-02-24 06:00:00,0,266.8,0.0,0.0,90,Snow,heavy snow,696,6,2013-02-24,6,2,2013
2013-02-24 06:00:00,0,266.8,0.0,0.0,90,Mist,mist,696,6,2013-02-24,6,2,2013
2013-02-24 07:00:00,0,266.8,0.0,0.0,90,Snow,heavy snow,996,6,2013-02-24,7,2,2013
2013-02-24 07:00:00,0,266.8,0.0,0.0,90,Mist,mist,996,6,2013-02-24,7,2,2013
2013-02-24 08:00:00,0,267.12,0.0,0.0,90,Mist,mist,1633,6,2013-02-24,8,2,2013
2013-02-24 08:00:00,0,267.12,0.0,0.0,90,Snow,heavy snow,1633,6,2013-02-24,8,2,2013
2013-02-24 09:00:00,0,267.79,0.0,0.0,90,Mist,mist,2341,6,2013-02-24,9,2,2013
2013-02-24 10:00:00,0,268.82,0.0,0.0,90,Mist,mist,3229,6,2013-02-24,10,2,2013
2013-02-24 11:00:00,0,270.03,0.0,0.0,90,Mist,mist,3488,6,2013-02-24,11,2,2013
2013-02-24 11:00:00,0,270.03,0.0,0.0,90,Haze,haze,3488,6,2013-02-24,11,2,2013
2013-02-24 12:00:00,0,271.01,0.0,0.0,90,Haze,haze,3873,6,2013-02-24,12,2,2013
2013-02-24 13:00:00,0,271.44,0.0,0.0,90,Clouds,overcast clouds,4204,6,2013-02-24,13,2,2013
2013-02-24 14:00:00,0,271.54,0.0,0.0,75,Clouds,broken clouds,4277,6,2013-02-24,14,2,2013
2013-02-24 15:00:00,0,271.47,0.0,0.0,75,Clouds,broken clouds,4073,6,2013-02-24,15,2,2013
2013-02-24 16:00:00,0,271.23,0.0,0.0,75,Clouds,broken clouds,4473,6,2013-02-24,16,2,2013
2013-02-24 17:00:00,0,270.62,0.0,0.0,75,Clouds,broken clouds,3845,6,2013-02-24,17,2,2013
2013-02-24 18:00:00,0,269.02,0.0,0.0,75,Clouds,broken clouds,3509,6,2013-02-24,18,2,2013
2013-02-24 19:00:00,0,267.95,0.0,0.0,90,Clouds,overcast clouds,2693,6,2013-02-24,19,2,2013
2013-02-24 20:00:00,0,267.49,0.0,0.0,90,Clouds,overcast clouds,2191,6,2013-02-24,20,2,2013
2013-02-24 21:00:00,0,267.2,0.0,0.0,90,Mist,mist,1837,6,2013-02-24,21,2,2013
2013-02-24 22:00:00,0,266.09,0.0,0.0,75,Mist,mist,1289,6,2013-02-24,22,2,2013
2013-02-24 23:00:00,0,265.72,0.0,0.0,90,Clouds,overcast clouds,1056,6,2013-02-24,23,2,2013
2013-02-25 00:00:00,0,264.4,0.0,0.0,90,Clouds,overcast clouds,472,0,2013-02-25,0,2,2013
2013-02-25 01:00:00,0,263.42,0.0,0.0,40,Haze,haze,260,0,2013-02-25,1,2,2013
2013-02-25 01:00:00,0,263.42,0.0,0.0,40,Mist,mist,260,0,2013-02-25,1,2,2013
2013-02-25 02:00:00,0,262.5,0.0,0.0,75,Mist,mist,229,0,2013-02-25,2,2,2013
2013-02-25 03:00:00,0,262.43,0.0,0.0,90,Mist,mist,291,0,2013-02-25,3,2,2013
2013-02-25 03:00:00,0,262.43,0.0,0.0,90,Fog,fog,291,0,2013-02-25,3,2,2013
2013-02-25 04:00:00,0,261.73,0.0,0.0,90,Mist,mist,778,0,2013-02-25,4,2,2013
2013-02-25 05:00:00,0,261.44,0.0,0.0,40,Mist,mist,2459,0,2013-02-25,5,2,2013
2013-02-25 05:00:00,0,261.44,0.0,0.0,40,Haze,haze,2459,0,2013-02-25,5,2,2013
2013-02-25 05:00:00,0,261.44,0.0,0.0,40,Fog,fog,2459,0,2013-02-25,5,2,2013
2013-02-25 05:00:00,0,261.44,0.0,0.0,40,Snow,heavy snow,2459,0,2013-02-25,5,2,2013
2013-02-25 06:00:00,0,259.4,0.0,0.0,20,Mist,mist,5615,0,2013-02-25,6,2,2013
2013-02-25 06:00:00,0,259.4,0.0,0.0,20,Haze,haze,5615,0,2013-02-25,6,2,2013
2013-02-25 06:00:00,0,259.4,0.0,0.0,20,Snow,heavy snow,5615,0,2013-02-25,6,2,2013
2013-02-25 07:00:00,0,259.36,0.0,0.0,20,Mist,mist,6920,0,2013-02-25,7,2,2013
2013-02-25 10:00:00,0,266.09,0.0,0.0,90,Haze,haze,4232,0,2013-02-25,10,2,2013
2013-02-25 10:00:00,0,266.09,0.0,0.0,90,Mist,mist,4232,0,2013-02-25,10,2,2013
2013-02-25 11:00:00,0,268.76,0.0,0.0,90,Haze,haze,4271,0,2013-02-25,11,2,2013
2013-02-25 11:00:00,0,268.76,0.0,0.0,90,Mist,mist,4271,0,2013-02-25,11,2,2013
2013-02-25 12:00:00,0,271.5,0.0,0.0,90,Clouds,overcast clouds,4734,0,2013-02-25,12,2,2013
2013-02-25 14:00:00,0,273.43,0.0,0.0,90,Clouds,overcast clouds,5108,0,2013-02-25,14,2,2013
2013-02-25 15:00:00,0,273.78,0.0,0.0,75,Clouds,broken clouds,5535,0,2013-02-25,15,2,2013
2013-02-25 16:00:00,0,273.43,0.0,0.0,75,Clouds,broken clouds,6374,0,2013-02-25,16,2,2013
2013-02-25 17:00:00,0,272.71,0.0,0.0,75,Clouds,broken clouds,5941,0,2013-02-25,17,2,2013
2013-02-25 18:00:00,0,271.03,0.0,0.0,40,Clouds,scattered clouds,4384,0,2013-02-25,18,2,2013
2013-02-25 19:00:00,0,269.29,0.0,0.0,20,Clouds,few clouds,2940,0,2013-02-25,19,2,2013
2013-02-25 20:00:00,0,268.38,0.0,0.0,40,Clouds,scattered clouds,2545,0,2013-02-25,20,2,2013
2013-02-25 21:00:00,0,267.49,0.0,0.0,40,Mist,mist,2079,0,2013-02-25,21,2,2013
2013-02-25 22:00:00,0,266.57,0.0,0.0,20,Mist,mist,1457,0,2013-02-25,22,2,2013
2013-02-25 23:00:00,0,266.03,0.0,0.0,90,Haze,haze,910,0,2013-02-25,23,2,2013
2013-02-25 23:00:00,0,266.03,0.0,0.0,90,Mist,mist,910,0,2013-02-25,23,2,2013
2013-02-26 00:00:00,0,266.66,0.0,0.0,90,Clouds,overcast clouds,495,1,2013-02-26,0,2,2013
2013-02-26 01:00:00,0,268.17,0.0,0.0,90,Clouds,overcast clouds,293,1,2013-02-26,1,2,2013
2013-02-26 02:00:00,0,268.31,0.0,0.0,90,Haze,haze,229,1,2013-02-26,2,2,2013
2013-02-26 03:00:00,0,268.56,0.0,0.0,90,Mist,mist,298,1,2013-02-26,3,2,2013
2013-02-26 04:00:00,0,268.77,0.0,0.0,90,Haze,haze,808,1,2013-02-26,4,2,2013
2013-02-26 05:00:00,0,268.39,0.0,0.0,90,Haze,haze,2572,1,2013-02-26,5,2,2013
